Cod DCI,Denumirea Comuna Internationala (DCI),Cod DCI_sec,Denumirea comună internațională (DCI),Cod DC,Cod DC_sec,Denumirea comercială (DC),Cod ATC,coverage_type,Grupa maladiilor pentru compensare,"Cod CIM 
de diagnostic/limitare indicație",Firma producătoare,Ţara
817,CEFUROXIMUM,225,,8175010,2255010,Cefuroxim-BP,J01DC02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
817,CEFUROXIMUM,225,,8176001,2256001,Axetine®,J01DC02,Full,pentru tratamentul episodic,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd (Factory C), Cipru; )",Cipru
817,CEFUROXIMUM,225,,8176002,2256002,Cefuroxim,J01DC02,Full,pentru tratamentul episodic,,"Zhuhai United Laboratories (Zhongshan) Co. Ltd, China(PROD: Zhuhai United Laboratories (Zhongshan) Co. Ltd, China; )",China
817,CEFUROXIMUM,225,,8176004,2256004,Cefuroximă,J01DC02,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: NCPC Hebei Huamin Pharmaceutical Co.  Ltd., China; )",China
817,CEFUROXIMUM,225,,8176006,2256006,"Cefuroximă Atb® 1,5 g",J01DC02,Full,pentru tratamentul episodic,,"Antibiotice SA  SC, România(PROD: Antibiotice SA SC, România; )",România
817,CEFUROXIMUM,225,,8176008,2256008,Cefuroxim-BP,J01DC02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
,CEFUROXIMUM,225,,,2251001,Zinnat®,J01DC02,Full,pentru tratamentul episodic,,"Glaxo Wellcome UK Ltd, Marea Britanie(PROD: Glaxo Operations UK Limited (Glaxo Wellcome Operations), Marea Britanie; )",Marea Britanie
,CEFUROXIMUM,225,,,2251002,Zinnat®,J01DC02,Full,pentru tratamentul episodic,,"Glaxo Wellcome UK Ltd (prod.: Glaxo Operations UK Limited (Glaxo Wellcome Operations), Marea Britanie)",Marea Britanie
998,CETIRIZINUM,,,9982001,,Aler-G,R06AE07,Full,Pentru tratamentul epidermolizei buloase,,GM Pharmaceuticals Ltd.,Georgia
998,CETIRIZINUM,,,9982003,,Rolinoz,R06AE07,Full,Pentru tratamentul epidermolizei buloase,,"Rotapharm Limited (prod.: ABC Farmaceutici SpA, Italia)",Marea Britanie
998,CETIRIZINUM,,,9982010,,Cetirizin,R06AE07,Full,Pentru tratamentul epidermolizei buloase,,"Replek Farm Ltd. Skopje, Macedonia(PROD: Replek Farm Ltd. Skopje, Macedonia; )",Macedonia
998,CETIRIZINUM,,,9982009,,Stim,R06AE07,Full,Pentru tratamentul epidermolizei buloase,,"Gracure Pharmaceuticals Ltd., India(PROD: Gracure Pharmaceuticals Ltd., India; )",India
998,CETIRIZINUM,,,9982008,,Rinalgit 10 mg,R06AE07,Full,Pentru tratamentul epidermolizei buloase,,"ABC Farmaceutici SpA, Italia(PROD: ABC Farmaceutici SpA, Italia; )",Italia
998,CETIRIZINUM,,,9983006,,Rinalgit 10 mg/ml,R06AE07,Full,Pentru tratamentul epidermolizei buloase,,"ABC Farmaceutici SpA (prod.: ABC Farmaceutici SpA, Italia)",Italia
,CETIRIZINUM,903,,,9031001,Aler-G,R06AE07,Full,pentru tratamentul episodic (rinite alergice sezoniere și perene),,"GM Pharmaceuticals Ltd. , Georgia(PROD: GM Pharmaceuticals Ltd., Georgia; )",Georgia
,CETIRIZINUM,903,,,9031002,Cetirizin,R06AE07,Full,pentru tratamentul episodic (rinite alergice sezoniere și perene),,"Replek Farm Ltd. Skopje, Republica Macedonia de Nord(PROD: Replek Farm Ltd. Skopje, Republica Macedonia de Nord; )",Republica Macedonia de Nord
,CETIRIZINUM,903,,,9031003,Rinalgit 10 mg,R06AE07,Full,pentru tratamentul episodic (rinite alergice sezoniere și perene),,"ABC Farmaceutici SpA, Italia(PROD: ABC Farmaceutici SpA, Italia; )",Italia
,CETIRIZINUM,903,,,9031004,Rolinoz,R06AE07,Full,pentru tratamentul episodic (rinite alergice sezoniere și perene),,"World Medicine Ilac San.ve Tic. A.Ș., Turcia(PROD: World Medicine Ilac San. ve Ticaret A.Ş., Turcia; )",Turcia
,CETIRIZINUM,903,,,9031006,Stim,R06AE07,Full,pentru tratamentul episodic (rinite alergice sezoniere și perene),,"Gracure Pharmaceuticals Ltd., India(PROD: Gracure Pharmaceuticals Ltd., India; )",India
,CETIRIZINUM,903,,,9031005,Rinalgit 10 mg/ml,R06AE07,Full,pentru tratamentul episodic (rinite alergice sezoniere și perene),,"ABC Farmaceutici SpA (prod.: ABC Farmaceutici SpA, Italia)",Italia
818,CIPROFLOXACINUM,918,,8181001,9181001,Ciprinol®,J01MA02,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto, Slovenia",Slovenia
818,CIPROFLOXACINUM,918,,8182005,9182005,"Ciprofloxacin Injection USP (0,2% w/v)",J01MA02,Full,pentru tratamentul episodic,,"Otsuka Pharmaceutical India Private Limited, India(PROD: Otsuka Pharmaceutical India Private Limited, India; )",India
818,CIPROFLOXACINUM,918,,8182002,9182002,Ificipro,J01MA02,Full,pentru tratamentul episodic,,"Unique Pharmaceutical Laboratories (a division of J.B. Chemicals & Pharmaceuticals Ltd.), India(PROD: Unique Pharmaceutical Laboratories (a division of J. B. Chemicals & Pharmaceuticals Ltd.), India; )",India
818,CIPROFLOXACINUM,918,,8183002,9183002,Ciprofloxacin,J01MA02,Full,pentru tratamentul episodic,,"Technolog SAP, Ucraina",Ucraina
818,CIPROFLOXACINUM,918,,8184002,9184002,Ciprinol® 500 mg,J01MA02,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",Slovenia
818,CIPROFLOXACINUM,918,,8184003,9184003,Cipro Quin®,J01MA02,Full,pentru tratamentul episodic,,"Antibiotice SA, SC",România
818,CIPROFLOXACINUM,918,,8184005,9184005,Ciprofloxacin,J01MA02,Full,pentru tratamentul episodic,,"Technolog SAP, Ucraina",Ucraina
818,CIPROFLOXACINUM,918,,8184010,9184010,Siprobel,J01MA02,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
818,CIPROFLOXACINUM,918,,8186001,9186001,Ciprinol®,J01MA02,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
033,CLARITHROMYCINUM,919,,0331001,9191001,Claricid®,J01FA09,Full,pentru tratamentul episodic,,Bilim Pharmaceuticals AS,Turcia
033,CLARITHROMYCINUM,919,,0331005,9191005,Fromilid® 500,J01FA09,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
033,CLARITHROMYCINUM,919,,0331008,9191008,Fromilid® uno,J01FA09,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
033,CLARITHROMYCINUM,919,,0331011,9191011,Klacid® SR,J01FA09,Full,pentru tratamentul episodic,,"Abbott Laboratories GmbH (prod.: AbbVie S.r.l., Italia)",Germania
033,CLARITHROMYCINUM,919,,0331016,9191016,Roclarin® 500 mg,J01FA09,Full,pentru tratamentul episodic,,"Antibiotice SA, SC",România
033,CLARITHROMYCINUM,919,,0332004,9192004,Fromilid® 250,J01FA09,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
,CLARITHROMYCINUM,919,,,9193001,Fromilid®,J01FA09,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
381,CLEMASTINUM,,,3811003,,Clemastin-BP,R06AA04,Full,Pentru tratamentul epidermolizei buloase,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
381,CLEMASTINUM,,,3812001,,Clemastin-BP,R06AA04,Full,Pentru tratamentul epidermolizei buloase,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
381,CLEMASTINUM,,,3812002,,Clemastin-BP,R06AA04,Full,Pentru tratamentul epidermolizei buloase,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
505,CLONAZEPAMUM,,,5051001,,Clonazepam,N03AE01,Full,Pentru tratamentul bolilor psihice,,"Polfa SA, Tarchomin",Polonia
505,CLONAZEPAMUM,,,5052003,,Clonazepam,N03AE01,Full,Pentru tratamentul bolilor psihice,,"Polfa SA, Tarchomin",Polonia
049,CLOPIDOGRELUM,,,0491004,,Lodigrel®,B01AC04,Partial,Pentru tratamentul maladiilor cardiovasculare,,Egis Pharmaceuticals PLC,Ungaria
049,CLOPIDOGRELUM,,,0491007,,Trombex® 75 mg,B01AC04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Zentiva k.s. (prod.: Sanofi Winthrop Industrie, Franţa; Zentiva k.s., Cehia)",Cehia
049,CLOPIDOGRELUM,,,0491007,,Trombex® 75 mg,B01AC04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Zentiva k.s. (prod.: Sanofi Winthrop Industrie, Franţa; Zentiva k.s., Cehia)",Cehia
049,CLOPIDOGRELUM,,,0491011,,Plavix® 75 mg,B01AC04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanofi Clir SNC (prod.: Sanofi Winthrop Industrie, Franţa)",Franţa
049,CLOPIDOGRELUM,,,0491014,,Klopidogrel,B01AC04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Eurofarmaco SA, ÎCS",Republica Moldova
506,CLOZAPINUM,,,5061002,,Leponex®,N05AH02,Full,Pentru tratamentul bolilor psihice,,"Novartis Pharma AG (prod.: Novartis Saglik Gida ve Tarim Urunleri Sanayi ve Ticaret A.S., Turcia)",Elveţia
506,CLOZAPINUM,,,5061003,,Clozapin-BP,N05AH02,Full,Pentru tratamentul bolilor psihice,,Balkan Pharmaceuticals SRL,Republica Moldova
506,CLOZAPINUM,,,5061004,,Azaleptol,N05AH02,Full,Pentru tratamentul bolilor psihice,,"Technolog SAP, Ucraina(PROD: Technolog SAP, Ucraina; )",Ucraina
506,CLOZAPINUM,,,5062001,,Leponex®,N05AH02,Full,Pentru tratamentul bolilor psihice,,"Novartis Pharma AG (prod.: Novartis Saglik Gida ve Tarim Urunleri Sanayi ve Ticaret A.S., Turcia)",Elveţia
506,CLOZAPINUM,,,5062003,,Clozapin-BP,N05AH02,Full,Pentru tratamentul bolilor psihice,,Balkan Pharmaceuticals SRL,Republica Moldova
506,CLOZAPINUM,,,5062004,,Azaleptol,N05AH02,Full,Pentru tratamentul bolilor psihice,,"Technolog SAP, Ucraina(PROD: Technolog SAP, Ucraina; )",Ucraina
820,COLCHICINUM,,,8201001,,Colchicină  Biofarm,M04AC01,Full,pentru tratamentul episodic,,"Biofarm SA, SC",România
231,COLECALCIFEROLUM,,,2311001,,Vitamina D3 Biofarm 18000 UI/ml,A11CC05,Full,Pentru tratamentul şi profilaxia rahitismului la copii cu vârsta 0-2 ani,,"Biofarm SA, SC, România(PROD: Biofarm SA, SC, România; )",România
052,COLISTINUM,,,0521002,,Colistină Atb® 1000000 UI,J01XB01,Full,Pentru tratamentul mucoviscidozei,,"Antibiotice SA, România(PROD: Antibiotice SA, România; )",România
052,COLISTINUM,,,0521001,,Colistin TZF,J01XB01,Full,Pentru tratamentul mucoviscidozei,,"Polfa SA, Tarchomin",Polonia
084,CYPROTERONUM,,,0841001,,Ciproteron-BP,G03HA01,Full,Pentru tratamentul maladiilor oncologice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
076,DAPAGLIFLOZINUM,,,0761001,,Forxiga,A10BK01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"AstraZeneca AB, Suedia(PROD: AstraZeneca AB, Suedia; ,AstraZeneca UK Ltd, Marea Britanie; )",Suedia
076,DAPAGLIFLOZINUM,,,0761002,,Dapalif®,A10BK01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia",Turcia
076,DAPAGLIFLOZINUM,,,0761003,,Dapafors,A10BK01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto, Slovenia",Slovenia
700,DAPAGLIFLOZINUM,,,7001002,,Daplig,A10BK01,Partial,Pentru tratamentul diabetului zaharat,,"SABA Ilac San. ve Tic. A.Ş., Turcia(PROD: Deva Holding A.Ş., Turcia; )",Turcia
700,DAPAGLIFLOZINUM,,,7001003,,Dapalif®,A10BK01,Partial,Pentru tratamentul diabetului zaharat,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia",Turcia
700,DAPAGLIFLOZINUM,,,7001004,,Dapafors,A10BK01,Partial,Pentru tratamentul diabetului zaharat,,"KRKA d.d., Novo mesto, Slovenia",Slovenia
700,DAPAGLIFLOZINUM,,,7001001,,Forxiga,A10BK01,Partial,Pentru tratamentul diabetului zaharat,,"AstraZeneca AB, Suedia(PROD: AstraZeneca AB, Suedia; ,AstraZeneca UK Ltd, Marea Britanie; )",Suedia
063,DEFLAZACORTUM,,,0631001,,Defal®,H02AB13,Partial,Pentru tratamentul astmului bronşic,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
063,DEFLAZACORTUM,,,0632001,,Defal®,H02AB13,Partial,Pentru tratamentul astmului bronşic,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
063,DEFLAZACORTUM,,,0633001,,Defal®,H02AB13,Partial,Pentru tratamentul astmului bronşic,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
066,DEFLAZACORTUM,,,0661001,,Defal®,H02AB13,Full,Pentru tratamentul astmului bronşic la copii 0-18 ani,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
066,DEFLAZACORTUM,,,0662001,,Defal®,H02AB13,Full,Pentru tratamentul astmului bronşic la copii 0-18 ani,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
066,DEFLAZACORTUM,,,0663001,,Defal®,H02AB13,Full,Pentru tratamentul astmului bronşic la copii 0-18 ani,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
386,DEFLAZACORTUM,,,3861001,,Defal®,H02AB13,Full,Pentru tratamentul epidermolizei buloase,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
386,DEFLAZACORTUM,,,3862001,,Defal®,H02AB13,Full,Pentru tratamentul epidermolizei buloase,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
386,DEFLAZACORTUM,,,3863001,,Defal®,H02AB13,Full,Pentru tratamentul epidermolizei buloase,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
064,DEFLAZACORTUM,,,0641001,,Defal®,H02AB13,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
064,DEFLAZACORTUM,,,0642001,,Defal®,H02AB13,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
064,DEFLAZACORTUM,,,0643001,,Defal®,H02AB13,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
065,DEFLAZACORTUM,,,0651001,,Defal®,H02AB13,Full,Pentru tratamentul distrofiei Duchenne/Becker,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
065,DEFLAZACORTUM,,,0652001,,Defal®,H02AB13,Full,Pentru tratamentul distrofiei Duchenne/Becker,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
065,DEFLAZACORTUM,,,0653001,,Defal®,H02AB13,Full,Pentru tratamentul distrofiei Duchenne/Becker,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
382,DESLORATADIINUM,,,3822002,,Lordestin 5 mg,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"Gedeon Richter PLC (prod.: Gedeon Richter-Rus SAÎ, Rusia)",Ungaria
382,DESLORATADIINUM,,,3822006,,Eslotin,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"World Medicine Ilac San.ve Tic. A.Ș., Turcia",Turcia
382,DESLORATADIINUM,,,3822008,,Desobel®,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Nobel Ilac Sanayii ve Ticaret AŞ, Turcia)",Turcia
382,DESLORATADIINUM,,,3822010,,Loranex,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"GM Pharmaceuticals Ltd., Georgia(PROD: GM Pharmaceuticals Ltd., Georgia; )",Georgia
382,DESLORATADIINUM,,,3822009,,Alrinast 5 mg,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"Ilko Ilac Sanayi ve Ticaret A.Ș., Turcia(PROD: Ilko Ilac Sanayi ve Ticaret A.Ș., India; )",Turcia
382,DESLORATADIINUM,,,3823001,,Loranex,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"GM Pharmaceuticals Ltd. (prod.: Laboratorios Basi - Industria Farmaceutica, S.A., Portugalia)",Georgia
382,DESLORATADIINUM,,,3823007,,Elizium,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"Sperco-Ucraina ÎM, Ucraina(PROD: Sperco-Ucraina ÎM, Ucraina; )",Ucraina
382,DESLORATADIINUM,,,3823008,,Elizium,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"Sperco-Ucraina ÎM, Ucraina(PROD: Sperco-Ucraina ÎM, Ucraina; )",Ucraina
382,DESLORATADIINUM,,,3823003,,Desobel®,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia",Turcia
823,DEXAMETHASONUM,923,,8231003,9231003,Dexametazon-BP,H02AB02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
823,DEXAMETHASONUM,923,,8232001,9232001,Dexametazonă fosfat,H02AB02,Full,pentru tratamentul episodic,,Farmak SAP,Ucraina
823,DEXAMETHASONUM,923,,8232003,9232003,Dexamethason,H02AB02,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
823,DEXAMETHASONUM,923,,8232004,9232004,Dexamed®,H02AB02,Full,pentru tratamentul episodic,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
823,DEXAMETHASONUM,923,,8232005,9232005,Dexametazon-BP,H02AB02,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
823,DEXAMETHASONUM,923,,8232010,9232010,Dexametazonă,H02AB02,Full,pentru tratamentul episodic,,"Uzina experimentală GNŢLS SRL, Ucraina(PROD: Compania farmaceutică ""Zdorovie"" SRL, Ucraina; ,Uzina experimentală GNŢLS SRL, Ucraina; )",Ucraina
823,DEXAMETHASONUM,923,,8232011,9232011,Dexamethasone - Agio,H02AB02,Full,pentru tratamentul episodic,,"Agio Pharmaceuticals Ltd, India(PROD: Agio Pharmaceuticals Ltd, India; )",India
823,DEXAMETHASONUM,923,,8232009,9232009,Dexamethasone - Agio,H02AB02,Full,pentru tratamentul episodic,,"Agio Pharmaceuticals Ltd, India(PROD: Agio Pharmaceuticals Ltd, India; )",India
823,DEXAMETHASONUM,923,,8232006,9232006,Dexametazon-BP,H02AB02,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
823,DEXAMETHASONUM,923,,8233001,9233001,Dexametazon-BP,H02AB02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
823,DEXAMETHASONUM,923,,8234001,9234001,Dexametazon-BP,H02AB02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
401,DEXAMETHASONUM,,,4012009,,Dexamethasone - Agio,H02AB02,Full,Pentru tratamentul în Îngrijiri paliative,,"Agio Pharmaceuticals Ltd, India(PROD: Agio Pharmaceuticals Ltd, India; )",India
401,DEXAMETHASONUM,,,4012003,,Dexamethason,H02AB02,Full,Pentru tratamentul în Îngrijiri paliative,,"KRKA d.d., Novo mesto",Slovenia
401,DEXAMETHASONUM,,,4012005,,Dexametazon-BP,H02AB02,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
401,DEXAMETHASONUM,,,4012010,,Dexametazonă,H02AB02,Full,Pentru tratamentul în Îngrijiri paliative,,"Uzina experimentală GNŢLS SRL, Ucraina(PROD: Compania farmaceutică ""Zdorovie"" SRL, Ucraina; ,Uzina experimentală GNŢLS SRL, Ucraina; )",Ucraina
401,DEXAMETHASONUM,,,4012004,,Dexamed®,H02AB02,Full,Pentru tratamentul în Îngrijiri paliative,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
401,DEXAMETHASONUM,,,4012011,,Dexamethasone - Agio,H02AB02,Full,Pentru tratamentul în Îngrijiri paliative,,"Agio Pharmaceuticals Ltd, India(PROD: Agio Pharmaceuticals Ltd, India; )",India
401,DEXAMETHASONUM,,,4012006,,Dexametazon-BP,H02AB02,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
401,DEXAMETHASONUM,,,4012001,,Dexametazonă fosfat,H02AB02,Full,Pentru tratamentul în Îngrijiri paliative,,Farmak SAP,Ucraina
822,DEXKETOPROFENUM,922,,8221001,9221001,Dexalgin® inject,M01AE17,Full,pentru tratamentul episodic,,"Menarini International Operations Luxembourg SA (prod.: A. Menarini Manufacturing Logistics&Services SRL, Italia)",Luxemburg
822,DEXKETOPROFENUM,922,,8221003,9221003,Dexarom,M01AE17,Full,pentru tratamentul episodic,,"Rompharm Company SRL, SC",România
822,DEXKETOPROFENUM,922,,8221003,9221003,Dexarom,M01AE17,Full,pentru tratamentul episodic,,"Rompharm Company SRL, SC",România
822,DEXKETOPROFENUM,922,,8221004,9221004,Dexinal®,M01AE17,Full,pentru tratamentul episodic,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti (prod.: Idol Ilac Dolum Sanayii ve Ticaret A.Ş, Turcia)",Turcia
822,DEXKETOPROFENUM,922,,8221005,9221005,Leodex,M01AE17,Full,pentru tratamentul episodic,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Idol Ilac Dolum Sanayii ve Ticaret A.Ș., Turcia; )",Turcia
822,DEXKETOPROFENUM,922,,8221007,9221007,Sertofen,M01AE17,Full,pentru tratamentul episodic,,"World Medicine Ilac San.ve Tic. A.Ș., Turcia(PROD: PharmaVision Sanayi ve Ticaret A.Ş., Turcia; )",Turcia
822,DEXKETOPROFENUM,922,,8221009,9221009,Algodex,M01AE17,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
822,DEXKETOPROFENUM,922,,8221009,9221009,Algodex,M01AE17,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
822,DEXKETOPROFENUM,922,,8221014,9221014,Keywer,M01AE17,Full,pentru tratamentul episodic,,"Farmak SA, Ucraina(PROD: Farmak SA, Ucraina; )",Ucraina
822,DEXKETOPROFENUM,922,,8221010,9221010,Auxilen®,M01AE17,Full,pentru tratamentul episodic,,"Kalceks SA (prod.: HBM Pharma s.r.o., Slovacia; Kalceks SA, Letonia)",Letonia
822,DEXKETOPROFENUM,922,,8221012,9221012,Ketavel,M01AE17,Full,pentru tratamentul episodic,,"Deva Holding A S, Turcia(PROD: Deva Holding A.S., Turcia; )",Turcia
822,DEXKETOPROFENUM,922,,8221013,9221013,Dekenor®,M01AE17,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",Slovenia
402,DEXKETOPROFENUM,,,4021007,,Sertofen,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"World Medicine Ilac San.ve Tic. A.Ș., Turcia(PROD: PharmaVision Sanayi ve Ticaret A.Ş., Turcia; )",Turcia
402,DEXKETOPROFENUM,,,4021005,,Leodex,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Idol Ilac Dolum Sanayii ve Ticaret A.Ș., Turcia; )",Turcia
402,DEXKETOPROFENUM,,,4021012,,Ketavel,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"Deva Holding A S, Turcia(PROD: Deva Holding A.S., Turcia; )",Turcia
402,DEXKETOPROFENUM,,,4021004,,Dexinal®,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti (prod.: Idol Ilac Dolum Sanayii ve Ticaret A.Ş, Turcia)",Turcia
402,DEXKETOPROFENUM,,,4021003,,Dexarom,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"Rompharm Company SRL, SC",România
402,DEXKETOPROFENUM,,,4021003,,Dexarom,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"Rompharm Company SRL, SC",România
402,DEXKETOPROFENUM,,,4021001,,Dexalgin® inject,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"Menarini International Operations Luxembourg SA (prod.: A. Menarini Manufacturing Logistics&Services SRL, Italia)",Luxemburg
402,DEXKETOPROFENUM,,,4021013,,Dekenor®,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",Slovenia
402,DEXKETOPROFENUM,,,4021009,,Algodex,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
402,DEXKETOPROFENUM,,,4021014,,Keywer,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"Farmak SA, Ucraina(PROD: Farmak SA, Ucraina; )",Ucraina
