CodDiagnostic,DenDiagnostic,DenSubClasaDiagnostic,DenClasaDiagnostic
G723,Paralizii periodice,Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G724,"Miopatie inflamatorie, neclasata la alte locuri",Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G728,Alte miopatii precizate,Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G729,"Miopatie, fara precizare",Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G730*,Sindrom miastenic in cursul unor boli endrocrine clasate la alte locuri,Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G731*,Sindromul Lambert-Eaton (C80+),Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G732*,Alte sindroame miastenice in cursul unor boli tumorale clasate la alte locuri (C00-D48+),Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G733*,Sindromul miastenic in cursul altor boli clasate la alte locuri,Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G734*,Miopatia in cursul unor boli infectioase si parazitare clasate la alte locuri,Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G735*,Miopatia in cursul unor boli endrocrine clasate la alte locuri,Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G736*,Miopatia in cursul unor boli metabolice clasate la alte locuri,Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G737*,Miopatia in cursul altor boli clasate la alte locuri,Afectiuni musculare si neuro-musculare,Bolile sistemului nervos
G800,Paralizia cerebrala spastica,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G801,Diplegia spastica,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G802,Hemiplegia infantila,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G803,Paralizia cerebrala dischinetica,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G804,Paralizia cerebrala ataxica,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G808,Alte paralizii cerebrale infantile,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G809,"Paralizia cerebrala infantila, fara precizare",Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G810,Hemiplegia flasca,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G811,Hemiplegia spastica,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G819,"Hemiplegia, fara precizare",Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G820,Paraplegia flasca,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G821,Paraplegia spastica,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G822,"Paraplegia, fara precizare",Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G823,Tetraplegia flasca,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G824,Tetraplegia spastica,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G825,"Tetraplegia, fara precizare",Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G830,Diplegia membrelor superioare,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G831,Monoplegia unui membru inferior,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G832,Monoplegia unui membru superior,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G833,"Monoplegie, fara precizare",Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G834,Sindromul cozii de cal,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G838,Alte sindroame paralitice precizate,Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G839,"Sindrom paralitic, fara precizare",Paralizii cerebrale si alte sindroame paralitice,Bolile sistemului nervos
G900,Neuropatie autonoma periferica idiopatica,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G901,Disautonomie familiara [Riley-Day],Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G902,Sindromul Claude Bernard-Horner,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G903,Degenerescenta multisistemica,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G908,Alte afectiuni ale sistemului nervos autonom,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G909,"Afectiune a sistemului nervos autonom, fara precizare",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G910,Hidrocefalia comunicanta,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G911,Hidrocefalia obstructiva (necomunicanta),Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G912,Hidrocefalia cu presiune normala,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G913,"Hidrocefalia post-traumatica, fara precizare",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G918,Alte hidrocefalii,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G919,"Hidrocefalia, fara precizare",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G92,Encefalopatia toxica,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G930,Chist cerebral,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G931,"Leziune cerebrala anoxica, neclasata la alte locuri",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G932,Hipertensiune intracraniana benigna,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G933,Sindromul de oboseala post-virala,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G934,"Encefalopatia, fara precizare",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G935,Compresiunea creierului,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G936,Edem cerebral,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G937,Sindromul Reye,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G938,Alte afectiuni precizate ale creierului,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G939,"Afectiune cerebrala, fara precizare",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G940*,Hidrocefalia in cursul unor boli infectioase si parazitare clasate la alte locuri (A00-B99+),Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G941*,Hidrocefalia in cursul unor boli tumorale clasate la alte locuri (C00-D48+),Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G942*,Hidrocefalia in cursul altor boli clasate la alte locuri,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G948*,Alte afectiuni precizate ale creierului in cursul unor boli clasate la alte locuri,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G950,Siringomielia si siringobulbia,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G951,Mielopatia vasculara,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G952,"Compresiune medulara , fara precizare",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G958,Alte afectiuni precizate ale maduvei spinarii,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G959,"Afectiune a maduvei spinarii, fara precizare",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G960,Scurgere de lichid cefalorahidian,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G961,"Afectiunea meningelui, neclasata la alte locuri",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G968,Alte afectiuni precizate ale sistemului nervos central,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G969,"Afectiune a sistemului nervos central, fara precizare",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G970,Scurgere de lichid cefalorahidian dupa rahicenteza,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G971,Alte reactii secundare ale rahicentezei,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G972,Hipotensiunea intracraniana in urma pontajului ventricular,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G978,Alte afectiuni ale sistemului nervos dupa un act medical in vederea diagnosticului si tratamentului,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G979,"Afectiuni ale sistemului nervos dupa un act medical in vederea diagnosticului si tratamentului, fara precizare",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G98,"Alte afectiuni ale sistemului nervos, neclasate la alte locuri",Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G990*,Neuropatia sistemului nervos autonom in cursul unor boli endrocrine si de metabolism clasate la alte locuri,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G991*,Alte afectiuni ale sistemului nervos autonom in cursul altor boli clasate la alte locuri,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G992*,Mielopatii in cursul unor boli clasate la alte locuri,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
G998*,Alte afectiuni precizate ale sistemului nervos in cursul unor boli clasate la alte locuri,Alte afectiuni ale sistemului nervos,Bolile sistemului nervos
H000,Orgelet si alte inflamatii profunde ale pleoapei,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H001,Chalazionul,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H010,Blefarita,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H011,Dermatoza neinfectioasa a pleoapei,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H018,Alte inflamatii precizate ale pleoapei,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H019,"Inflamatii ale pleoapei, fara precizare","Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H020,Entropion si trichiaza pleoapei,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H021,Ectropion,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H022,Lagoftalmie,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H023,Blefarochalasis,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H024,Ptoza palpebrala,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H025,Alte tulburari afectind functia palpebrala,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H026,Xantelasma pleoapei,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H027,Alte afectiuni degenerative ale pleoapelor si a regiunii perioculare,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H028,Alte afectiuni precizate ale pleoapei,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H029,"Afectiune a pleoapei, fara precizare","Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H030*,Infestatie parazitara a pleoapei in cursul unor boli clasate la alte locuri,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H031*,Atingerea pleoapei in cursul altor boli infectiose clasate la alte locuri,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H038*,Atingerea pleoapei in cursul altor boli clasate la alte locuri,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H040,Dacrioadenita,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H041,Alte afectiuni ale glandei lacrimale,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H042,Epiphora,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H043,Inflamatia acuta si fara precizare a cailor lacrimale,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H044,Inflamatia cronica a cailor lacrimale,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H045,Stenoza si insuficienta cailor lacrimale,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H046,Alte afectiuni ale aparatului lacrimal - fistule lacrimale,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H048,Alte afectiuni ale aparatului lacrimal,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H049,"Afectiune a aparatului lacrimal, fara precizare","Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H050,Inflamatii acute ale orbitei,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H051,Afectiuni inflamatoare cronice ale orbitei,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H052,Exoftalmia,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H053,Deformarile orbitei,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H054,Enoftalmia,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H055,Retentia(veche)de corp strain secundara unei plagi penetrante a orbitei,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H058,Alte afectiuni ale orbitei,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H059,Afectiunea orbitei fara precizare,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H060*,Afectiuni ale aparatului lacrimal si ale orbitei in cursul unor boli clasate la alte locuri,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H061*,Infectii parazitare ale orbitei in cursul unor boli clasate la alte locuri,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H062*,Exoftalmia tireotoxica (E05.-+),"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H063*,Alte afectiuni ale orbitei in cursul unor boli clasate la alte locuri,"Afectiunile pleoapei, aparatului lacrimal si orbitei",Bolile ochiului si anexelor sale
H100,Conjuctivita muco-purulenta,Afectiuni ale conjunctivei,Bolile ochiului si anexelor sale
H101,Conjuctivita atipica acuta,Afectiuni ale conjunctivei,Bolile ochiului si anexelor sale
H102,Alte conjuctivite acute,Afectiuni ale conjunctivei,Bolile ochiului si anexelor sale
H103,"Conjuctivite acute, fara precizare",Afectiuni ale conjunctivei,Bolile ochiului si anexelor sale
H104,Conjuctivita cronica,Afectiuni ale conjunctivei,Bolile ochiului si anexelor sale
H105,Blefaro-conjuctivita,Afectiuni ale conjunctivei,Bolile ochiului si anexelor sale
H108,Alte conjuctivite,Afectiuni ale conjunctivei,Bolile ochiului si anexelor sale
H109,"Conjuctivite, fara precizare",Afectiuni ale conjunctivei,Bolile ochiului si anexelor sale
H110,Pterigion,Afectiuni ale conjunctivei,Bolile ochiului si anexelor sale
H111,Depuneri si afectiuni degenerative ale conjuctivei,Afectiuni ale conjunctivei,Bolile ochiului si anexelor sale
H112,Cicatricea conjuctivei,Afectiuni ale conjunctivei,Bolile ochiului si anexelor sale
